0,0.00999967,0.00999967
0.01,0.0259936,0.0219961
0.02,0.0507466,0.0355807
0.03,0.0879337,0.0496229
0.04,0.142064,0.0618064
0.05,0.21771,0.068011
0.06,0.317079,0.0615952
0.07,0.435148,0.0328056
0.08,0.555132,-0.0310918
0.09,0.653261,-0.143556
0.1,0.714273,-0.310981
0.11,0.738779,-0.514057
0.12,0.735901,-0.694934
0.13,0.716918,-0.804093
0.14,0.692564,-0.85082
0.15,0.669273,-0.866699
0.16,0.649043,-0.871006
0.17,0.631831,-0.871484
0.18,0.617075,-0.870816
0.19,0.604204,-0.869873
0.2,0.59276,-0.868922
0.21,0.582395,-0.868033
0.22,0.572845,-0.867212
0.23,0.563905,-0.866452
0.24,0.555413,-0.865739
0.25,0.547239,-0.865062
0.26,0.539267,-0.864411
0.27,0.531398,-0.863776
0.28,0.523539,-0.863149
0.29,0.515598,-0.862523
0.3,0.507482,-0.861891
0.31,0.499092,-0.861244
0.32,0.490319,-0.860576
0.33,0.481036,-0.859876
0.34,0.471093,-0.859135
0.35,0.460309,-0.858341
0.36,0.448455,-0.857478
0.37,0.435239,-0.856528
0.38,0.420277,-0.855465
0.39,0.403058,-0.85426
0.4,0.382879,-0.852867
0.41,0.358756,-0.851226
0.42,0.329274,-0.849253
0.43,0.292349,-0.846822
0.44,0.244847,-0.843741
0.45,0.181988,-0.839715
0.46,0.0965378,-0.834263
0.47,-0.0216963,-0.826591
0.48,-0.183588,-0.815384
0.49,-0.388557,-0.798631
0.5,-0.600358,-0.774057
0.51,-0.755356,-0.741412
0.52,-0.832363,-0.704866
0.53,-0.860763,-0.669778
0.54,-0.869011,-0.63844
0.55,-0.870297,-0.610686
0.56,-0.869384,-0.585572
0.57,-0.867838,-0.562118
0.58,-0.866135,-0.539463
0.59,-0.864397,-0.516842
0.6,-0.862628,-0.493517
0.61,-0.860789,-0.468696
0.62,-0.858823,-0.441439
0.63,-0.856655,-0.410531
0.64,-0.854183,-0.374298
0.65,-0.851261,-0.330314
0.66,-0.847674,-0.274929
0.67,-0.84308,-0.202526
0.68,-0.836925,-0.104537
0.69,-0.82827,0.0310225
0.7,-0.815547,0.215646
0.71,-0.79638,0.442242
0.72,-0.76843,0.65751
0.73,-0.732593,0.794751
0.74,-0.694543,0.853573
0.75,-0.65934,0.872608
0.76,-0.628271,0.877207
0.77,-0.600634,0.877259
0.78,-0.575318,0.875996
0.79,-0.551299,0.874397
0.8,-0.527691,0.872729
0.81,-0.503677,0.871036
0.82,-0.478426,0.869295
0.83,-0.450986,0.867453
0.84,-0.420163,0.865443
0.85,-0.384338,0.863171
0.86,-0.34119,0.86051
0.87,-0.287248,0.857269
0.88,-0.217179,0.853153
0.89,-0.122797,0.84768
0.9,0.00762017,0.84004
0.91,0.186469,0.828875
0.92,0.411015,0.812088
0.93,0.633857,0.787464
0.94,0.783701,0.755513
0.95,0.850591,0.721602
0.96,0.872903,0.691134
0.97,0.878758,0.665715
0.98,0.879466,0.644743
0.99,0.878738,0.627176
1,0.877701,0.612116
1.01,0.876672,0.598895
1.02,0.875723,0.587027
1.03,0.874858,0.576159
1.04,0.874061,0.566023
1.05,0.873317,0.556411
1.06,0.872612,0.547155
1.07,0.871933,0.538112
1.08,0.87127,0.529155
1.09,0.870614,0.520163
1.1,0.869954,0.511017
1.11,0.869283,0.501593
1.12,0.868592,0.491756
1.13,0.867869,0.48135
1.14,0.867104,0.470191
1.15,0.866282,0.458055
1.16,0.865386,0.444657
1.17,0.864395,0.42963
1.18,0.86328,0.412486
1.19,0.862003,0.392561
1.2,0.860513,0.368931
1.21,0.858734,0.340272
1.22,0.85656,0.304647
1.23,0.853828,0.259147
1.24,0.850287,0.199336
1.25,0.845532,0.118454
1.26,0.838896,0.00672878
1.27,0.829272,-0.14728
1.28,0.814927,-0.347015
1.29,0.793753,-0.564087
1.3,0.765115,-0.734519
1.31,0.732572,-0.824704
1.32,0.701709,-0.859415
1.33,0.675347,-0.870108
1.34,0.653547,-0.872443
1.35,0.635433,-0.872183
1.36,0.620101,-0.871225
1.37,0.606835,-0.870159
1.38,0.595108,-0.869149
1.39,0.584533,-0.868227
1.4,0.574826,-0.867385
1.41,0.56577,-0.866611
1.42,0.557195,-0.865888
1.43,0.548963,-0.865204
1.44,0.540956,-0.864548
1.45,0.533074,-0.86391
1.46,0.52522,-0.863282
1.47,0.517304,-0.862657
1.48,0.509233,-0.862027
1.49,0.500911,-0.861384
1.5,0.492229,-0.860721
1.51,0.483067,-0.860029
1.52,0.473279,-0.859298
1.53,0.462692,-0.858516
1.54,0.451088,-0.857669
1.55,0.438191,-0.856739
1.56,0.42364,-0.855703
1.57,0.406954,-0.854531
1.58,0.387478,-0.853182
1.59,0.364298,-0.851601
1.6,0.336107,-0.849708
1.61,0.300991,-0.847387
1.62,0.256081,-0.844466
1.63,0.19701,-0.840674
1.64,0.117139,-0.83558
1.65,0.00687834,-0.82847
1.66,-0.145034,-0.818163
1.67,-0.342287,-0.802794
1.68,-0.557887,-0.780033
1.69,-0.729215,-0.74891
1.7,-0.821262,-0.712691
1.71,-0.857098,-0.676978
1.72,-0.868104,-0.644802
1.73,-0.870298,-0.616353
1.74,-0.869661,-0.590761
1.75,-0.868189,-0.567029
1.76,-0.866503,-0.54427
1.77,-0.86477,-0.521703
1.78,-0.86301,-0.498592
1.79,-0.86119,-0.474163
1.8,-0.859257,-0.447516
1.81,-0.85714,-0.417509
1.82,-0.854743,-0.382585
1.83,-0.851932,-0.340511
1.84,-0.84851,-0.28795
1.85,-0.844168,-0.219783
1.86,-0.838409,-0.128154
1.87,-0.830394,-0.00173399
1.88,-0.818712,0.171926
1.89,-0.801149,0.392236
1.9,-0.775173,0.616512
